file	line	reason
graphs/eml-draw-procedures.praat	318	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	537	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	538	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	539	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	640	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	781	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	782	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	783	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	2912	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4262	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4598	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4599	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4603	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4604	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4936	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4937	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4966	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	4967	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5002	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5003	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5005	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5039	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5040	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5054	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5055	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5056	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5057	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5068	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5069	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5086	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5097	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5119	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5120	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5130	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5131	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5390	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5391	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5406	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5407	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5469	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5470	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5471	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5472	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5509	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5511	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5523	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5524	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5526	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5527	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5566	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5567	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5581	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5582	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5632	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5633	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5634	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5635	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5654	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5656	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5665	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5666	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5668	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	5669	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	6793	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-draw-procedures.praat	7048	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	850	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	851	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	852	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	853	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	854	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	855	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	1048	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	1049	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	1050	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	1372	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	2245	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	2260	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	3035	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	3132	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	3239	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	3522	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	3843	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	4572	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	7002	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	7007	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graph-procedures.praat	7018	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graphs-form.praat	5489	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graphs-form.praat	6026	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
graphs/eml-graphs-form.praat	6075	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	216	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	217	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	226	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	227	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1098	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1099	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1106	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1252	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1267	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1282	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1297	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1312	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1328	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1521	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1523	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1526	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-batch-process.praat	1527	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-data.praat	462	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-normality.praat	47	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-normality.praat	125	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-normality.praat	148	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-normality.praat	182	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-check-normality.praat	614	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-correlate.praat	300	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-correlate.praat	375	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-describe-table.praat	115	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-edit-table.praat	136	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-edit-table.praat	483	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-edit-table.praat	1044	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-quick-start.praat	69	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	166	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	167	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	169	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	170	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	173	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	176	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	177	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	186	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	193	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	195	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	200	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	296	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	297	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	298	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	345	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	346	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	381	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-stats-demo.praat	464	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	72	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	81	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	416	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	418	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	656	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	658	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	1134	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	1136	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	1850	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	1852	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	2008	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	2053	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	2531	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	2536	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	2554	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3302	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3642	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3645	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3649	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3653	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3720	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
